id,title,flag,score,n_stmt,n_proof,theorem,lemma,corollary,proposition,claim,definition,observation,fact,conjecture,np_hard,lower_bound,upper_bound,big_o,omega,theta,approx_ratio,whp,regret,dp,invariant,convergence,competitive,worst_case,sketch,cost_model,cardinality,learned,pdf,source
sigmod26-352,Query-Aware Path Inference from Spatial Videos,False,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,ok,upw|acm403
sigmod26-366,ST-Raptor: LLM-Powered Semi-Structured Table Question Answering,False,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ok,arxiv
sigmod26-014,Aeris Filter: A Strongly and Monotonically Adaptive Range Filter,False,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0,ok,upw|acm403
sigmod26-020,An In-Depth Study of Filter-Agnostic Vector Search on a PostgreSQL Database System: [Experiments & Analysis],False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,ok,arxiv
sigmod26-032,BAT: Target-Instance-Free Data Preparation Synthesis via LLM-Driven Tree Search,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,ok,upw|acm403
sigmod26-039,Breadcrumb Filters: Fast Fully Featured Filters,False,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,4,0,0,4,0,0,0,0,ok,upw|acm403
sigmod26-040,Bridging the Gap: Cardinality Estimation for Semantic Queries on Unstructured Data,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,57,0,ok,upw|acm403
sigmod26-061,CoTra: Towards Efficient and Scalable Distributed Vector Search with RDMA,False,1,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok,arxiv
sigmod26-071,DFLOP: A Data-driven Framework for Multimodal LLM Training Pipeline Optimization,False,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,1,0,0,2,0,0,0,0,ok,arxiv
sigmod26-078,Divo: Learning a Stable and Effective Query Optimizer with a Diverse Workload,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2,6,ok,upw|acm403
sigmod26-106,FAVOR: Efficient Filter-Agnostic Vector ANNS Based on Selectivity-Aware Exclusion Distances,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,2,0,ok,arxiv
sigmod26-111,FlashANNS: GPU-Driven Asynchronous I/O Pipelining for Eliminating Storage-Compute Bottlenecks in Billion-Scale Similarity Search,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,1,ok,upw|acm403
sigmod26-121,GenRewrite: Query Rewriting via Large Language Models,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,2,6,0,ok,arxiv
sigmod26-132,HYDRA: A Multi-Level Hierarchy-Driven Approach for Robust Anomaly Detection in Time Series,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,1,0,1,0,0,0,0,ok,upw|acm403
sigmod26-139,InferF: Declarative Factorization of AI/ML Inferences over Joins,False,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,45,0,ok,arxiv
sigmod26-159,Meep Hashing: Ultrafast and Compact Minimal Perfect Hashing for Practical Large-Scale Lookup Systems,False,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ok,upw|acm403
sigmod26-170,O cto S elector : Efficient and Effective Batch-Aware Model Selection for Large Language Models,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,ok,upw|acm403
sigmod26-181,P-MOSS: Scheduling Main-Memory Indexes Over NUMA Servers Using Next Token Prediction,False,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,ok,arxiv
sigmod26-193,Predictive Translation: High-Performance Buffer Management Without the Trade-Offs,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,ok,upw|acm403
sigmod26-208,ReStore: A Reinforcement Learning Approach for Data Migration in Multi-Tiered Storage,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,2,0,0,ok,upw|acm403
sigmod26-209,Reveal Hidden Pitfalls and Navigate Next Generation of Vector Similarity Search from Task-Centric Views: [Experiments & Analysis],False,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok,arxiv
sigmod26-211,RIB: Robust Learning-based Index Benefit Estimation,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,2,0,0,0,3,5,7,ok,upw|acm403
sigmod26-215,ScaleDoc: Scaling LLM-based Predicates over Large Document Collections,False,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ok,arxiv
sigmod26-230,Sublime: Selecting Subgraph Matching Algorithms via Machine Learning,False,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,ok,upw|acm403
sigmod26-252,VecFlow-Chamfer: A GPU-based Data Management System for High-Performance Multi-Vector Search on Superchips,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,ok,upw|acm403
sigmod26-256,Zeno Filter: To Infinity in Tiny Steps,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,0,2,0,0,ok,upw|acm403
sigmod26-260,"A Comprehensive Benchmark on Spectral GNNs: The Impact on Efficiency, Memory, and Effectiveness",False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,10,0,0,0,2,1,0,0,0,0,0,0,ok,arxiv
sigmod26-275,APQO: An Adaptive Framework for Parametric Query Optimization,False,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,ok,upw|acm403
sigmod26-276,Are Your LLM-based Text-to-SQL Models Secure? Exploring SQL Injection via Backdoor Attacks,False,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,ok,arxiv
sigmod26-277,Attribute Filtering in Approximate Nearest Neighbor Search: An In-depth Experimental Study,False,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,5,0,ok,arxiv
sigmod26-286,Can Large Language Models Be Query Optimizer for Relational Databases?,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,8,5,4,ok,arxiv
sigmod26-297,Detecting Logic Bugs in DBMSs via Equivalent Data Construction,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,ok,upw|acm403
sigmod26-318,Gem: Scalable Monotonic Graph Processing Beyond Billion-Scale on a Single Machine,False,1,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,16,0,0,116,0,0,0,ok,upw|acm403
sigmod26-319,GenJoin: Conditional Generative Plan-to-Plan Query Optimizer that Learns from Subplan Hints,False,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,1,0,2,9,6,ok,arxiv
sigmod26-320,GeoKGM: A Multimodal Large Language Model for Zero-Shot Knowledge Graph Completion in Geospatial Databases,False,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,ok,upw|acm403
sigmod26-321,GraphMatch: Subgraph Query Processing on Steroids,False,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,ok,upw|acm403
sigmod26-324,"High-Throughput, Cost-Effective Billion-Scale Vector Search with a Single GPU",False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,ok,upw|acm403
sigmod26-335,MCTuner: Spatial Decomposition-Enhanced Database Tuning via LLM-Guided Exploration,False,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,ok,arxiv
sigmod26-341,P erseus : Achieving Strong Consistency and High Data Freshness for Scalable Geo-distributed HTAP,False,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,ok,upw|acm403
sigmod26-369,Test Data Generation for Complex SQL Queries,False,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,ok,upw|acm403
sigmod26-380,Understanding Robustness Issues of Updatable Learned Indexes: [Experiments & Analysis],False,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,0,3,1,96,ok,upw|acm403
sigmod26-016,AgenticScholar: Agentic Data Management with Pipeline Orchestration for Scholarly Corpora,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,ok,arxiv
sigmod26-017,AlignedServe: Orchestrating Prefix-aware Batching to Build a High-throughput and Computing-efficient LLM Serving System,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok,arxiv
sigmod26-023,ANTEATER: A Filter-then-Scrutinize Architecture for End-to-End Attack Investigation,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,ok,upw|acm403
sigmod26-025,Are Learned DBMS Components Robust to Workload Drift?: [Experiments & Analysis],False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,47,16,ok,upw|acm403
sigmod26-026,ART That Lasts: Persistent Multiversion Adaptive Radix Trees with Fast Atomic Range Queries,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,ok,upw|acm403
sigmod26-028,AutoDDG: Automated Dataset Description Generation using Large Language Models,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok,arxiv
sigmod26-034,Beluga: A CXL-Based Memory Architecture for Scalable and Efficient LLM KVCache Management,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok,arxiv
sigmod26-041,Bw-Graph: An Efficient Graph Storage System Harmonizing Topology-Aware Tree with Paged CSR,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,ok,upw|acm403
sigmod26-042,CANDOR-Bench: Benchmarking In-Memory Continuous ANNS under Dynamic Open-World Streams [Experiments & Analysis],False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ok,upw|acm403
sigmod26-048,Comparison and Analysis of Value Linking in Text-to-SQL systems: [Experiments & Analysis],False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,ok,upw|acm403
sigmod26-051,CONE: Embeddings for Complex Numerical Data Preserving Unit and Variable Semantics,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok,arxiv
sigmod26-055,"Corrigendum: A Comprehensive Benchmark on Spectral GNNs: The Impact on Efficiency, Memory, and Effectiveness: [Experiments & Analysis]",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok,upw|acm403
sigmod26-056,Corrigendum: Analysis and Evaluation of Using Microsecond-Latency Memory for In-Memory Indices and Caches in SSD-Based Key-Value Stores: [Experiments & Analysis],False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok,upw|acm403
sigmod26-057,Corrigendum: Attribute Filtering in Approximate Nearest Neighbor Search: An In-depth Experimental Study: [Experiments & Analysis],False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok,upw|acm403
sigmod26-058,Corrigendum: Building Stateless Serverless Vector DBs via Block-based Data Partitioning: [Experiments & Analysis],False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok,upw|acm403
sigmod26-059,Corrigendum: Burr: A Benchmark for Ontology Learning from Relational Databases [Experiments & Analysis],False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok,upw|acm403
sigmod26-062,Curator: Efficient Vector Search with Low-Selectivity Filters,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,ok,arxiv
sigmod26-064,DART: A Lock-free Two-layer Hashed ART Index for Disaggregated Memory,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,ok,upw|acm403
sigmod26-066,DBugScribe: Automatic Database Bug Reproduction from Community Reports,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,ok,upw|acm403
sigmod26-067,DeepEye-SQL: A Software-Engineering-Inspired Text-to-SQL Framework,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ok,arxiv
sigmod26-072,Dialect-Agnostic SQL Parsing via LLM-Based Segmentation,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,ok,arxiv
sigmod26-075,Discovery of Denial Constraints with Hardware Acceleration,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,ok,upw|acm403
sigmod26-077,DIVER: A Robust Text-to-SQL System with Dynamic Interactive Value Linking and Evidence Reasoning,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok,arxiv
sigmod26-084,Efficient Index Layout and Search Strategy for Large-scale High-dimensional Vector Similarity Search,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok,upw|acm403
sigmod26-091,EncoderForge: Generating Efficient SQL for Encoders in Machine Learning Inference Pipelines,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,ok,upw|acm403
sigmod26-096,EPSC: Testing Database Management Systems via Equivalent Prepared Statement Construction,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok,upw|acm403
sigmod26-100,Factorized and Vectorized Execution: Optimizing Analytical and Semantic Queries over Relations,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,ok,arxiv
sigmod26-108,Finding Missed Optimizations in DBMSs through Unbalanced Short-circuit Query Construction,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,ok,upw|acm403
sigmod26-113,FlowPilot: A Suggestion System for Designing Scientific Workflows,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ok,upw|acm403
sigmod26-117,From Prefix Cache to Fusion RAG Cache: Accelerating LLM Inference in Retrieval-Augmented Generation,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok,arxiv
sigmod26-124,GPS: Revisiting the Data Layout for Disk-based High-Dimensional Vector Search,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok,upw|acm403
sigmod26-125,GraphRTX: Lighting the Way to Scalable Graph Analytics,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,ok,upw|acm403
sigmod26-144,L3: A GPU-Native Co-Designed Data Format for Learned Lossless Lightweight Compression,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,1,0,0,0,11,ok,upw|acm403
sigmod26-148,LiveBin: A Localized and Version-Aware Binned Scan Index,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,ok,upw|acm403
sigmod26-156,Making LSM-Tree-based Key-Value Store Practical and Efficient for Multi-Tenant Serverless Cloud Databases,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ok,upw|acm403
sigmod26-160,Mixtera: A Data Plane for Foundation Model Training,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok,arxiv
sigmod26-161,Modeling Concurrency Control as a Learnable Function,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,ok,arxiv
sigmod26-162,MoDora: Tree-Based Semi-Structured Document Analysis System,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok,upw|acm403
sigmod26-165,MultiVis-Agent: A Multi-Agent Framework with Logic Rules for Reliable and Comprehensive Cross-Modal Data Visualization,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,ok,arxiv
sigmod26-168,NSHEDB: Noise-Sensitive Homomorphic Encrypted Database Query Engine,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,2,0,1,2,0,ok,arxiv
sigmod26-171,O3-LSM: Maximizing Disaggregated LSM Write Performance via Three-Layer Offloading,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ok,arxiv
sigmod26-172,Octopus: Efficient Hypergraph Pattern Mining with Practical Processing-in-Memory Architecture,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5,0,0,9,1,ok,upw|acm403
sigmod26-176,"One DBMS, Two Modes, and a Bunch of Bugs: Catching Logic Bugs in Distributed DBMSs via Differential Testing",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,ok,upw|acm403
sigmod26-182,"PACMMOD V4, N1 (SIGMOD), February 2026 Editorial",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok,upw|acm403
sigmod26-183,"PACMMOD V4, N3 (SIGMOD), June 2026 Editorial",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok,upw|acm403
sigmod26-184,"PACMMOD, V4, N2 (PODS), May 2026 Editorial",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok,upw|acm403
sigmod26-186,PartitionKV: Redesigning LSM-tree KV Stores on NVMs with Adaptive Partitioning for Reducing Write Stalls and Amplification,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok,upw|acm403
sigmod26-187,PathSeer: Adaptive Neighbor Handling for Efficient Filtered ANN Search,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ok,upw|acm403
sigmod26-188,Performant Synchronization in Geo-Distributed Databases,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,4,0,2,0,0,ok,arxiv
sigmod26-194,PRISM: Navigating Cost–Accuracy Trade-offs for NL2SQL,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ok,upw|acm403
sigmod26-197,PTO: A Workload-driven Predictive Table Optimizer for Lakehouse Systems,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,ok,upw|acm403
sigmod26-206,Reducing Tail Latency in Storage-Disaggregated Database Systems,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok,upw|acm403
sigmod26-210,Reward-SQL: Boosting Text-to-SQL via Stepwise Execution-Aware Reasoning and Process-Supervised Rewards,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ok,arxiv
sigmod26-216,SchemaRAG: A Schema-aware Retrieval-Augmented Generation Framework for Text-to-SQL,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,ok,upw|acm403
sigmod26-217,Serving Hybrid LLM Loads with SLO Guarantees Using CPU-GPU Attention Piggybacking,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ok,arxiv
sigmod26-218,SG-Serve: Efficient Model Serving for Subgraph-based Graph Representation Learning,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ok,upw|acm403
sigmod26-226,SPALM: A Sparsity-Pattern-Adaptive Library for Matrices,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,ok,upw|acm403
sigmod26-238,The Power of Anomaly Detection in Predictive Maintenance: [Experiments & Analysis],False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,1,0,ok,upw|acm403
sigmod26-239,"This is Going to Sound Crazy, But What If We Used Large Language Models to Boost Automatic Database Tuning Algorithms By Leveraging Prior History? We Will Find Better Configurations More Quickly Than Retraining From Scratch!",False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,ok,arxiv
sigmod26-246,Translytical Processing via DB-OS Co-designed Buffer: Cross-Engine Isolation and Tunable Update Visibility for HTAP,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,ok,upw|acm403
sigmod26-248,Understanding the Impact of Data Noise in Federated Learning: [Experiments & Analysis],False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,ok,upw|acm403
sigmod26-261,A Comprehensive Survey of Subgraph Matching: [Experiments & Analysis],False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,0,3,3,0,ok,upw|acm403
sigmod26-266,Accelerating Stream Processing Engines via Hardware Offloading,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ok,upw|acm403
sigmod26-268,Adaptive Sharding in Untrusted Environments,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,ok,upw|acm403
sigmod26-271,AixelAsk: A Stepwise-Guided Retrieval and Reasoning Framework for Large Table QA,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok,upw|acm403
sigmod26-272,AixelNet: A Pre-trained Model with Table-aware Adaptation for Structured Data Prediction,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,ok,upw|acm403
sigmod26-273,Analysis and Evaluation of Using Microsecond-Latency Memory for In-Memory Indices and Caches in SSD-Based Key-Value Stores,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok,arxiv
sigmod26-281,BPI: A Novel Efficient and Reliable Search Structure for Hybrid Storage Blockchain,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ok,arxiv
sigmod26-284,Building Stateless Serverless Vector DBs via Block-based Data Partitioning,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,ok,upw|acm403
sigmod26-285,Burr: A Benchmark for Ontology Learning from Relational Databases,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok,upw|acm403
sigmod26-292,Counting Is All You Need for Instant Tuple Discovery: Enabling Real-Time HTAP in Standalone DBMSs,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,3,0,ok,upw|acm403
sigmod26-295,DARTH: Declarative Recall Through Early Termination for Approximate Nearest Neighbor Search,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ok,arxiv
sigmod26-296,DepCache: A KV Cache Management Framework for GraphRAG with Dependency Attention,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,ok,upw|acm403
sigmod26-300,Drama : Unifying Data Retrieval and Analysis for Open-Domain Analytic Queries,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok,arxiv
sigmod26-309,Enjima: A Resource-Adaptive Stream Processing System,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ok,upw|acm403
sigmod26-311,F3: The Open-Source Data File Format for the Future,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,ok,upw|acm403
sigmod26-326,Hourglass: An Adaptive Range Filter with Lightweight Hybrid Encoding,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,ok,upw|acm403
sigmod26-332,LSM-Raft: Optimizing Raft for LSM-tree Store,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,0,0,0,1,0,0,ok,upw|acm403
